surrogate_key,natural_key,category_name_en,product_weight_g,product_length_cm,product_height_cm,product_width_cm
3e920a9b-9b6c-4bfa-8f68-972292f25590,d59adec5f338fc378737245a857f662b,bed_bath_table,700.0,37.0,23.0,35.0
6d62c153-612a-4566-9e85-f3725a0bc954,94fb18015068e3550e6a8f0729558904,bed_bath_table,1700.0,30.0,23.0,11.0
a19e94b1-0ea8-429f-b041-187a08365e96,d9d2b0bf83edf2fe776c707efe5d0b41,bed_bath_table,3200.0,35.0,20.0,30.0
f6d641d6-1ff7-41ef-be3b-3b9afeeceb08,595b8278e4e5c52c86a4da3812b70081,bed_bath_table,2450.0,16.0,2.0,11.0
49fde73b-bca3-4845-b6d0-b08601e11ccd,9a469eaf45dfbc43d39ba1977a3c07af,bed_bath_table,700.0,40.0,4.0,30.0
c97a057c-69fd-45fc-9a45-3a44981c4f13,fe644da1135fedca6aa0bf794fab71be,bed_bath_table,3100.0,47.0,21.0,41.0
61be60f2-9e91-48ac-b271-eb3028917fe7,a6e03fb6e5daca36cd11a48b8952c43e,bed_bath_table,3500.0,43.0,18.0,30.0
ab303d4c-97e0-4363-9184-468790d9357b,cda960fc8a8987dd224a17dddfffdaa5,bed_bath_table,700.0,16.0,20.0,16.0
43c4e513-bc95-4327-999a-c490ab007090,cc4a0eb659a396153f572dddc1c098a4,bed_bath_table,333.0,25.0,13.0,23.0
b2899794-1221-4c70-81e2-54ebb94be320,ee9fa20ef71389d9840475debed60d82,bed_bath_table,970.0,37.0,10.0,30.0
7fa782eb-4e00-4ea9-b423-8e39b5449117,f1565c6b7be8ebed9fafb07bcb6435a9,bed_bath_table,1650.0,40.0,5.0,30.0
02b06c8e-d5d4-4299-9861-05ebe706f767,df5a9191c2465bb6f8538b6b3371e019,bed_bath_table,663.0,31.0,6.0,31.0
502a839c-98a4-4a9a-a869-ba48b28aa426,a2a1d57880bb40e60b59530ba0177ccf,bed_bath_table,900.0,50.0,11.0,11.0
4a7a618e-4b9b-4c8e-9e13-793bf099f341,a314a62cff3e5725f545fa263aed7a7b,bed_bath_table,300.0,40.0,4.0,30.0
36dcb1d5-526c-4993-a4a3-6c774fb1b316,830102bc96abe72181372676df005601,bed_bath_table,2250.0,42.0,16.0,36.0
b4f7945c-53fc-4e7e-bacc-2ca64ac56095,6dee07beaa37c13fad2bc4389983f31d,bed_bath_table,1200.0,45.0,20.0,38.0
35aa5a92-bd83-49b5-aa5f-c7b9b0efd7ba,27fde8707fbe094d54bcbabc9dd5f7d3,bed_bath_table,10800.0,16.0,10.0,16.0
8b788e03-97af-44e7-a741-76b5ecac9161,8384a437925520e96cb6acc65235e499,bed_bath_table,550.0,25.0,10.0,25.0
22766d9b-59d6-43fd-82fd-8e1340be3024,84ce89210716061e02a7a59f4ca819e2,bed_bath_table,1400.0,42.0,11.0,36.0
60227b8d-4e66-4c0e-b365-5052e11e80b4,b7db6602d7706acf38d5b9a0e403002d,bed_bath_table,6600.0,45.0,25.0,35.0
1da1256b-c80a-44e8-ab3e-7027b6db49cc,69eeb1281add8e5d8b916637f9f11a1b,bed_bath_table,14750.0,58.0,28.0,48.0
109852d5-8fec-4581-9b7c-0b420c7b5c51,0d16d327b79bf9a0ccc7a4fa02ff7a83,bed_bath_table,400.0,20.0,10.0,20.0
f1c6a87e-3675-4aba-9c5e-163d626fc2b2,1034b97aafcca692c8a2157f58f5b637,bed_bath_table,467.0,45.0,4.0,35.0
ce90beea-cda0-4163-bad0-245993317c6c,2fe0cccc00239f01484b97ba65408800,bed_bath_table,967.0,28.0,7.0,30.0
834daa39-cc7d-4576-9024-ce597c77fbbd,d8173f1b5264436afbac20af6b37402e,bed_bath_table,900.0,50.0,5.0,50.0
ec9e3ccd-6b00-4c90-aa34-3364b93f4cfc,707cd72f139010dc381720ad8a4010e7,bed_bath_table,700.0,30.0,3.0,26.0
065235fb-3c3d-448d-bd54-1d265ee0c356,a6413454f8b18d633f57f5ade4de8fdd,bed_bath_table,2100.0,45.0,10.0,34.0
61b78422-968d-4af1-a454-b7a1966030c3,3047d2ab7a976a0149292daad0acba79,bed_bath_table,1350.0,50.0,11.0,11.0
cbbc130d-5207-4269-8d7c-6e04421801ae,c8c969c3a6423f48df9fde8a13e6770b,bed_bath_table,550.0,28.0,4.0,22.0
456145da-3536-48c7-a6e0-db65e5ece088,5031f2af0894d36e3f6fe78b6f2d52bc,bed_bath_table,1100.0,50.0,16.0,16.0
d1f63976-9df1-4a85-9e49-e1de5cf9ec95,6f422d8cc7a2f0dc9936dabad9db6828,bed_bath_table,1400.0,36.0,9.0,27.0
48c64738-3583-4a5d-a441-6950c449120b,485977d79fe47209050d22d220aaab7f,bed_bath_table,7625.0,50.0,35.0,45.0
818cd86d-2e08-4334-9dcf-e2eb15001271,eeb2d1e155818957df60a76fc47e75a8,bed_bath_table,1477.0,28.0,20.0,29.0
1f129e56-9a08-492e-8c03-13fb85e4500c,b90e1ae66051c1c035ae54b2bcb889ff,bed_bath_table,18000.0,45.0,15.0,35.0
8eac5b48-4491-4001-929a-680509712b88,60a8d8f0434c4531bf310eebf9f19cfe,bed_bath_table,200.0,26.0,10.0,22.0
024b6a12-15a6-4c3e-a059-64c0e52cd44d,44eceb92060ff42ba1b3716acd052645,bed_bath_table,1350.0,34.0,7.0,32.0
8f6f0586-7819-4c86-b21b-cdac7c2babc1,52064f1a0937c3c72679b986b8ad7661,bed_bath_table,1850.0,45.0,15.0,35.0
26ed84a2-e628-493b-8dc3-3940e0872bcd,6d83ca45d94919027131b87caf3b2a6c,bed_bath_table,250.0,16.0,10.0,16.0
d019870f-09c2-4ff5-927e-cfbc57af6c0f,2c004d873fda9131eb12f6b71538087a,bed_bath_table,1517.0,32.0,5.0,29.0
4b4a2a6f-33eb-4592-886d-43bd36b91ab4,531e80cf1d0a71c020c1814e474a2045,bed_bath_table,1650.0,28.0,25.0,11.0
5f93d8b9-1094-47e1-9f1e-9e2c7ed9c0aa,5b2b72f58d212a6e4733884ef0ece564,bed_bath_table,3000.0,45.0,19.0,35.0
b2286506-a679-412a-bb69-a5528ed7108f,b9ec59c34a1b048fa9c2bbe3296a7842,bed_bath_table,850.0,16.0,10.0,16.0
26a876ad-20ba-4f6c-8d36-31622f7e5d6f,6d3dc397c315b4afa15c2cedda354740,bed_bath_table,600.0,45.0,15.0,35.0
14978d23-da36-4e9e-a6a6-1cb60af8a92e,4487261e208ce5d3a8d1a997ccd99dcf,bed_bath_table,2050.0,40.0,10.0,32.0
636f4345-30d3-40ac-971f-9b757e1c1abc,f8fd25407acaa78a395f224cbdc062c8,bed_bath_table,1600.0,35.0,8.0,35.0
57012fd3-dbc9-4d5d-9758-5a6ea4ab1e35,5c818ca21204caf8ce1599617751ff49,bed_bath_table,3450.0,20.0,30.0,30.0
f0f58262-5979-48cd-88bf-a47e1b484ba5,8bb0e27f7d87b511b5c4ed35e514e34a,bed_bath_table,2100.0,50.0,20.0,40.0
8bacd593-2df3-4e43-9cba-2b87cb4fc9fe,4a345c3b756b1f0089af0f3bf0ad8202,bed_bath_table,1900.0,37.0,25.0,36.0
8e905e28-b2ea-419a-a432-cc8f2e6bc9ad,fe6f03cedd96bcbc5c8726c5963fd35c,bed_bath_table,1250.0,20.0,16.0,20.0
5a918150-8119-4a39-be68-b0d1f8d2c2ad,759a621a474d573cb8c2e402a51955bb,bed_bath_table,750.0,31.0,9.0,26.0
66884771-5574-4f88-a90e-c45e827715b5,692b73430b9ae22f1dc67cc83722707f,bed_bath_table,513.0,52.0,12.0,38.0
c14fa0e0-b1e9-4a13-931c-be528d1a70e8,18fc07433ae4bcd5a8bdf658b2c6e40d,bed_bath_table,900.0,20.0,2.0,20.0
4ec5b0ff-23d3-454d-94a3-b4a4cf158de8,c0f0a0118a333081ca6786f7661c3853,bed_bath_table,3300.0,46.0,15.0,35.0
2619950d-7325-4e71-985f-87c1ec90adcf,b072511d69a5b161d8e80815898ed960,bed_bath_table,600.0,22.0,4.0,28.0
8658e085-b2df-4594-8453-ed2d09a52528,68adc7ef3ecf3eb05f76509ee7a1c0ab,bed_bath_table,800.0,25.0,25.0,25.0
a3c7975d-2a80-4589-bf6c-aace27047af0,85af7fadae5de53760a7d131bdf776f7,bed_bath_table,250.0,16.0,22.0,11.0
b6f8487a-fb7f-418c-80e2-6cfc7b2eedfd,04fd8d64a2539d188bef33bb288410bb,bed_bath_table,800.0,45.0,10.0,30.0
c9da574f-c6ab-440a-9f04-fd047b40851a,3321ad579f19476d0d668f726f8dffec,bed_bath_table,2650.0,46.0,8.0,38.0
7580233e-09b3-46b9-ba58-50663cb3f84a,68b92c941d4052c59ba87c2b2824bfa8,bed_bath_table,1750.0,40.0,5.0,30.0
1ae88f61-e203-427e-9cbb-d1b2cfeabceb,ce846b23f06e1c42afbc68efc1d35b82,bed_bath_table,1400.0,16.0,10.0,16.0
3ab0991d-9a9c-4526-b6b5-6313c13f8f73,cc63d91555437d9d8d9ae7bf007a1f2c,bed_bath_table,650.0,50.0,5.0,50.0
ffa04d31-a6f5-469d-9cbb-c6c9b64c14bb,dabc8335b58a49ec2f5fcb06255cd733,bed_bath_table,1800.0,38.0,7.0,28.0
e89ac2b8-f6a5-4c35-b034-f2645c845e25,ea9c7e08863cdaf1e40261c8b6c005a4,bed_bath_table,1700.0,31.0,8.0,24.0
50b16669-c9c4-4609-8a90-a9aba9f4f900,497990bf1833de92aef1f3bfcda8718f,bed_bath_table,400.0,22.0,27.0,27.0
83ffb356-c68d-4370-9e33-ce102e634583,9d717f96236e39a3dbe6326b9d51d681,bed_bath_table,450.0,27.0,6.0,22.0
81fbe9af-d425-4697-8941-ff313f5948fa,6aa640325da3a535ae4266a0252105bc,bed_bath_table,900.0,50.0,11.0,11.0
2224b01e-49d7-4252-bddf-43d7f7a1cc22,bf818ef79f0bf94fcefe6d0f1c707cda,bed_bath_table,2075.0,35.0,9.0,25.0
cbefa367-c5df-49d4-a79a-5e379df069de,9246f7bd279121747dcb909a41f44df2,bed_bath_table,400.0,36.0,6.0,26.0
49271888-85fa-44c5-b370-8325651bafab,c8a0fe4fb537a7864e6aca0477a6da9c,bed_bath_table,2000.0,49.0,16.0,39.0
e81ff3af-6d2b-4743-8269-6ce215efad2e,fa304c5424fd292aed9c35eb36d9f495,bed_bath_table,1250.0,19.0,17.0,23.0
6d18cba1-72d3-4fd7-9be0-72e3fcec164c,3aec7cc616c8c08edba18d7d2f50e43f,bed_bath_table,2700.0,33.0,7.0,39.0
686f3943-59fe-4ff9-9439-4ac00badbb7f,c5d4587c8ff1775a879008a4f804eb70,bed_bath_table,1750.0,35.0,35.0,20.0
0abcaadb-1987-4c44-9c7b-d8970fdcf5db,fe4098f3eb43b02ba19c15d81bde2b2d,bed_bath_table,1500.0,30.0,10.0,25.0
b9acc0b5-7855-4cac-9cf2-fbdf966282c3,d63c71088e06ea00d66dc357cda91a30,bed_bath_table,1500.0,60.0,10.0,40.0
93759e10-f737-48c4-941f-c4596ddb8570,ee667ef9c46d1444ebde2f0ea9c6b4c3,bed_bath_table,1667.0,43.0,14.0,37.0
98bb535d-341a-4d5e-8cf3-f1b6af975e27,5d90b82ad1fdff812987fa28158b7984,bed_bath_table,1400.0,20.0,20.0,20.0
4304298c-8bad-4f5c-b3dc-c4da895d6054,94bb0da423501924c41368236d88e808,bed_bath_table,925.0,20.0,17.0,32.0
a6d4d488-ec4f-4b8e-bbec-78ffb8e80051,0968920dc8f4359a307bae3d69169e12,bed_bath_table,1800.0,45.0,15.0,35.0
d6b53c20-6643-4a46-a81d-a32e06b394e4,5eefc29e3d0cf6cbb58c63fd7e3f815f,bed_bath_table,1500.0,43.0,4.0,30.0
88aed629-2d3a-4d9b-98e9-53d66033d68c,af680b3406a3179e4a4c2051c5384cfd,bed_bath_table,950.0,28.0,14.0,16.0
80fd76eb-f7af-455b-ba29-d48ab1a4c595,65223c26538a2226610efc437e488b77,bed_bath_table,300.0,16.0,10.0,16.0
0629be02-b7a8-4cd7-9ce7-f695ac1e2032,cfa2bd05555fbec9767d053b9e457d0d,bed_bath_table,350.0,50.0,8.0,40.0
155f68b0-6933-4c49-b6ad-afa9a1cf59f8,691951678a17b3cf3667385513e1137b,bed_bath_table,3600.0,16.0,50.0,40.0
002ef526-43af-4d97-a4ea-af84cdcb83d8,c0a3d13743c894a0bd017a85acb658f3,bed_bath_table,1500.0,49.0,16.0,39.0
1292021e-4e47-438d-b542-b43cc2962131,90b86c830114ddc888f6380a223ee285,bed_bath_table,300.0,40.0,4.0,30.0
08ca0e2d-44a5-4dd4-bef4-2732b69fc882,9a8200a7f3448bfb18683080c03b54b1,bed_bath_table,2000.0,42.0,12.0,34.0
5dd4e8d7-c906-4df8-befc-f3ab1e81385a,c395a11dd90b985496c100861b7c4710,bed_bath_table,150.0,16.0,6.0,20.0
5123c076-d642-42e0-9dc0-863e4195f981,8c23bb9086f957dd72ca80085f06697e,bed_bath_table,2400.0,70.0,10.0,60.0
2be388a1-5217-4aed-8447-4d9deef74311,696b2df83e0459ec8c60dfe72a77cf66,bed_bath_table,250.0,35.0,10.0,30.0
da3b42a5-62a3-4dab-8f50-12603cd344f1,d90e83fe1a0e31440db1dc015f1c1512,bed_bath_table,150.0,36.0,4.0,28.0
167dbcf6-aa4c-4e4a-8af1-adb9a48aca2b,a84c7b893ea37674ef896fa866793e7d,bed_bath_table,3950.0,45.0,10.0,40.0
38b1cdb8-db3f-4476-9655-8ef1f6d8f22d,a846839e8367f61f140f082e5ffef625,bed_bath_table,2220.0,20.0,30.0,30.0
6a43303a-d5c0-4922-b862-edbf797a1b98,151133751552ad5bdd6645dfdcb0e728,bed_bath_table,1475.0,38.0,11.0,30.0
7f86755a-b3fd-48d7-b13e-6da32b66dbd8,3d870b8af7dbdc91b10cfb0139f3d44d,bed_bath_table,250.0,16.0,10.0,16.0
c20415be-ab09-4dbd-9ced-0369e94d2491,635041fb8431d6de8a42741bab6caa9f,bed_bath_table,1500.0,30.0,10.0,25.0
760701eb-6859-4e77-9bd8-d4d38df08142,9cc29fd22ea5b1a3e7f95ba41ae039c5,bed_bath_table,700.0,60.0,8.0,50.0
3e06abbd-7389-4e5e-a97b-b32800338058,85b39215c2d7de985b5a34b759255d03,bed_bath_table,1700.0,30.0,16.0,40.0
edf0b92e-a492-422c-ad57-93872409d78e,2af3bc8c9414aa21fdcb986aba6fe286,bed_bath_table,5850.0,50.0,20.0,35.0
99ff5444-3d6a-4c36-a39f-39c811266fad,3e34bd85f22345773b39aaa3b20dfc3f,bed_bath_table,1067.0,27.0,6.0,27.0
a9eb44be-0e58-46a3-9eae-31c6091a8cf9,10244e4307f7a1575e022f248b51402a,bed_bath_table,1400.0,30.0,10.0,20.0
38065e22-7695-4b3b-903b-0ec9bff9ff47,0ebe8f2e60fadb8f9ebf63a5841f34f1,bed_bath_table,2783.0,65.0,14.0,46.0
17ecb3a0-9088-40dc-87ae-f3e31e7b1f75,3b714ee872338c6248d2f51934935f2c,bed_bath_table,2000.0,43.0,15.0,32.0
7bd5570a-0638-4b28-97ae-5def8309deca,d8bf954d364f9ed61bcb3af7fd78a70d,bed_bath_table,1000.0,50.0,12.0,12.0
ad1da1f2-00ac-46f7-9cca-f1e77cbd8b02,5f16ef3125578cddb22c481431d8d0b4,bed_bath_table,1050.0,20.0,16.0,20.0
46eebd81-d369-4ad3-b746-020a9ee8f0be,b9adb834b99082140e354bdd3bda7eb5,bed_bath_table,1100.0,40.0,8.0,33.0
98f4e592-cda7-41c1-b2e5-5fa7817e5dd0,9bdc5ff7cc2ec4a654f101b764b293c1,bed_bath_table,1975.0,34.0,14.0,21.0
e119852e-f3a4-483e-8dd3-408158566921,a37a8ef49db46a932a778ab081d7c40b,bed_bath_table,2100.0,40.0,6.0,29.0
3f8ba57f-965f-4d5c-97a9-41d8584f254c,db26a82710b642e5d25b7ae009cdcff3,bed_bath_table,1200.0,70.0,10.0,50.0
0a021a3a-2978-4b77-ba61-86d28e735ddd,f10d3472b287e627cf92e5ff1d8b88f2,bed_bath_table,900.0,37.0,23.0,35.0
29c8e712-e163-4373-8c30-110f7e4b9480,ead9c2792c74012806ed1ca06f82a515,bed_bath_table,250.0,50.0,8.0,35.0
03493955-d9f4-4afe-a81a-747c476b2b8a,e390a486e30fd924501447fb663de0b7,bed_bath_table,1000.0,29.0,8.0,34.0
058dd4d4-5846-4139-8bce-4f375bde35bc,d4fe034cde911805af12724d73fde7e0,bed_bath_table,1100.0,20.0,16.0,20.0
b6823b60-2e3c-49a8-9ff0-3346bd4f747f,5360ece40f89cf47f68ec7353fb12d49,bed_bath_table,550.0,30.0,3.0,19.0
f6cb1ea1-da64-4d3e-9d53-f0b5a4080134,bd5110ad5f718f7c3dded1c18b4b135e,bed_bath_table,950.0,16.0,10.0,16.0
ccc596b7-0b4c-4f52-b1a7-dfabca2a0450,98a4301b1aacd45984603af55b7a1de4,bed_bath_table,700.0,16.0,10.0,16.0
668032f9-c482-4fe1-b12d-936457e23e70,77fdeb8d4f7502f75b6779205f30a875,bed_bath_table,12250.0,62.0,27.0,47.0
8b975767-33d1-46c1-a7e0-7c531c47b150,77d3c6966d712652953a0ddc6e6f24ea,bed_bath_table,500.0,70.0,8.0,40.0
a63973be-46ca-4231-9855-bdb768f2e14e,f944a3a652d3ee586c585e3f7dab8a41,bed_bath_table,1500.0,19.0,35.0,31.0
d7af1a28-5aa0-45e7-b1b1-b32586343168,b48ac8fbef9f889656ccef21bd7ca87b,bed_bath_table,2800.0,35.0,9.0,34.0
b37d1fad-e3af-429d-af93-ba591d937173,428142062f95deb5d5c834e4f0313000,bed_bath_table,1025.0,30.0,8.0,20.0
92422ee6-eb8c-411b-8794-156855245c27,93c601273c90caca6b37d54b0e6f1ead,bed_bath_table,5300.0,45.0,20.0,35.0
b327cd98-8c83-4d7c-a88f-54c855283f37,19c3fb52d07985c61da89d4fb7f66cad,bed_bath_table,950.0,16.0,10.0,16.0
6ba3648a-948b-4e18-95bc-7604a8542a13,11e5f8670ab66f75fd2b979a6d2a14b2,bed_bath_table,4600.0,50.0,23.0,36.0
7ef9ea8a-b6b5-4238-9308-2e245bd289af,041b5d4393ea83147e2a07e55cd5359c,bed_bath_table,3080.0,23.0,37.0,19.0
4096a753-cf63-4ca4-89ca-77debde48569,70b487a87fee25bc56455501bdc83501,bed_bath_table,3000.0,42.0,12.0,40.0
42d98004-5843-4a17-9f81-9497289e1f64,39f3ae59da5b8f220b4a98a157b93af2,bed_bath_table,2550.0,40.0,10.0,30.0
f6086291-48bf-4cda-9ffd-1ec7a10ba21d,b21239d9e018b809f9c5a9707b214235,bed_bath_table,850.0,25.0,15.0,25.0
79ae0b5a-04dc-4aa2-89b1-594f021e12f0,5fe7fd1b8ea02958b45106dcd79874e8,bed_bath_table,1050.0,28.0,14.0,16.0
f172057b-1902-42b6-9541-4c59ddf5b32f,9b1430fd2db68dd26abc986921680143,bed_bath_table,350.0,20.0,2.0,15.0
d37a12b9-968b-4fc8-874d-8ffe2253fee1,ba18c48184ce58f0ffd8b656c4edf21c,bed_bath_table,1150.0,45.0,25.0,35.0
802340e2-4511-4bfa-8f0b-353dbe6cd311,44aadbb26d5c81d9846b0c48bc00d7a3,bed_bath_table,575.0,34.0,17.0,28.0
8ceaa21e-454c-4062-a944-a165db335aed,aedb09a73deda537456636dad7696b64,bed_bath_table,1150.0,16.0,30.0,40.0
99544e8e-902c-4310-8852-0238b7beba62,d41a53937c9fddcd3aafd96be7d4f345,bed_bath_table,567.0,53.0,4.0,40.0
4dd0a9de-a06e-4452-8fa3-8528b7e824ed,d730058d1bde41dd32e054abe2fe015f,bed_bath_table,2800.0,45.0,15.0,35.0
bd5e16f9-fcb0-44a4-87ae-36bf7b34fa1e,5943b9184c3b6abd2bce573f1fa0a780,bed_bath_table,1100.0,50.0,12.0,12.0
9d93de06-b1fc-4129-a029-430b44cc6495,f58f86b3091f0a1080607870539f2e56,bed_bath_table,303.0,26.0,23.0,23.0
6eea2163-7b42-4c6d-bf9a-d5fce7cef5c7,4b9a4b0697670351564e07258fa677ee,bed_bath_table,650.0,16.0,10.0,16.0
fce912dd-7a35-4c74-ad65-b84991f02e7b,de6613726492b95ae1c23f0c2a0121e1,bed_bath_table,800.0,16.0,20.0,16.0
b9724542-32ab-44c8-9cb1-94dd9f25008c,d6bd998d3d01aaf250bd790a3dab71ac,bed_bath_table,500.0,46.0,16.0,66.0
7161be40-6aea-4877-8f45-cc3b7917605b,f0290bc56bf94b187683c02b638c181f,bed_bath_table,1650.0,16.0,10.0,16.0
33be2503-6f69-47b0-b516-05b668ca038f,63dfa8b12200610ed7b5e41d3c888a25,bed_bath_table,1250.0,34.0,6.0,41.0
09503980-f389-482e-a275-25db6de23125,7304acc3196eb4cb479464c421de747f,bed_bath_table,7700.0,20.0,30.0,30.0
baacf6b3-97a2-479f-9259-f0cb794ea984,3d2c99e2be6594fc0a56af7754498c7b,bed_bath_table,21500.0,58.0,50.0,49.0
e630749b-b97c-4c49-a8e8-4ecad05d5081,063daeb82f41e36a160549515ef28e75,bed_bath_table,1975.0,43.0,10.0,33.0
80bc75ff-41e3-4ae4-87aa-1370b821d8e1,879257cf953f931693a39f7b492967dd,bed_bath_table,1200.0,45.0,10.0,15.0
0be5d0a0-d7bc-48bc-a481-ba1769014062,7d6dbf339def0ac9e8da299cfe91bc3a,bed_bath_table,600.0,21.0,12.0,14.0
604abee7-c703-47a1-845d-54264021d70c,ea43b87d74397400228d42e26adb7f24,bed_bath_table,300.0,16.0,12.0,11.0
f1962e12-9d9a-4c42-b775-66bffaf83bd6,cf54cbfe4e33bc8f7b34a65da576497c,bed_bath_table,650.0,40.0,5.0,30.0
cefc1574-b046-456e-a6c5-cc6ee0ea50fc,20c69858ff6c402d1713747d81b5c23f,bed_bath_table,1550.0,37.0,9.0,30.0
d57b6aed-293a-446b-a667-8d6113629e54,d33f55fbec1f19c63fc6854c2fd65925,bed_bath_table,14050.0,16.0,10.0,16.0
a1fe3129-7513-4185-9b51-b86044b06a91,905b384ac5667170689505bbf30f1d07,bed_bath_table,1600.0,45.0,15.0,30.0
ff698877-171b-46f0-8699-859fff912b86,580f59d167b4ded91943ef2b1f3d0077,bed_bath_table,400.0,45.0,15.0,35.0
370d8315-b016-44a5-ab3f-807482ff3f94,55363f487ca324087a49ddfcfb91b971,bed_bath_table,200.0,20.0,12.0,20.0
98065b54-c502-4287-ad3e-df2ad00d03d8,183219d1fb636eb94e843223054122ae,bed_bath_table,1800.0,30.0,20.0,70.0
5bb2d3b4-760d-48d1-b117-9ccfd2a58156,fad534edb8f35664713c4b766fa473d4,bed_bath_table,400.0,20.0,2.0,15.0
38722c23-40a1-41ca-a583-1e1c5760d1a1,abafccbe06074c732dceed6675d5a7ac,bed_bath_table,594.0,15.0,17.0,24.0
0c2d7480-2715-4882-af3e-af44d763bd11,0f5d0170c03b333aa1a44fa11e040e75,bed_bath_table,900.0,40.0,4.0,30.0
0c38b54f-5362-4f80-9036-4574fa74d754,193c2cb87c6687a9da7f8ec495d19382,bed_bath_table,1250.0,30.0,30.0,30.0
bf956716-d109-4913-9e0a-25b629445018,8a27fbb311995ff454749a35fc0bd9a9,bed_bath_table,500.0,40.0,8.0,30.0
033f0d98-21b1-4d83-af2d-09a4c8e39d18,b808914cdb615d812fd24aab699cf952,bed_bath_table,3100.0,47.0,21.0,41.0
334e697a-9a7c-4891-92a9-60c81e5e188c,0fa81e7123fd0ebe03adbbe99d912827,bed_bath_table,1350.0,46.0,2.0,36.0
17cc8015-f80f-4efb-a046-f7e022197a12,baf59a3a8f15ea34f04394f44bad573a,bed_bath_table,450.0,43.0,48.0,43.0
53f874a5-6277-4c6d-8ad4-61733965bca9,e4bb5bd18b0b3b6e9b7107ecf4fd11cc,bed_bath_table,1800.0,45.0,15.0,35.0
d320ac3b-e19c-4b1e-802e-27e4f33e1df8,b7f66bbeb513b61097de54949631a759,bed_bath_table,1150.0,43.0,8.0,33.0
6ac667fa-9de9-4398-9e7e-2be0f2254664,5f47bed9e5b0a01f44ce1ae93da98e70,bed_bath_table,600.0,20.0,2.0,15.0
32011b79-a1a3-4a23-a635-5d6bc3635681,cd32c1a6eb38dcf2a8afba626ed0172f,bed_bath_table,17100.0,56.0,38.0,48.0
f1ca424c-61e3-455b-911f-074f24c64c1c,078e8db43688ea060cf754e7bd2b92e7,bed_bath_table,475.0,65.0,4.0,45.0
6972ea5a-9b1f-4458-b2d5-f18413a02a0d,148c599356731b1d622e231d343e65bd,bed_bath_table,1000.0,16.0,22.0,11.0
56590a90-def3-4def-9f1f-32f0aa05d891,e27e689c4ce425f2fe7e2a270fd4d2db,bed_bath_table,825.0,28.0,3.0,29.0
c9de0c05-f56a-4dea-915c-079adb5422f4,1dd85d42702d499bdccd33e6e3227a61,bed_bath_table,1200.0,45.0,10.0,15.0
c284f457-b03e-4997-861d-d7f39515e683,655110abedc57d73d3b2150d8ba2092a,bed_bath_table,1250.0,30.0,10.0,30.0
db70abcd-09ad-4338-982a-8193b052b438,eac61d05154fde75066aa2e1758ecdb1,bed_bath_table,650.0,28.0,8.0,22.0
98f02fcc-eea1-401a-ae34-b7b9a7525b7b,bd6e6fce9ada76ea2db0f1912e8e478f,bed_bath_table,850.0,25.0,18.0,40.0
60bb3fd2-0f00-41c1-823c-41f6e6cec570,ac4de777c210c46c3aea5fd5703d2a16,bed_bath_table,375.0,28.0,5.0,19.0
bd1ea9b5-36d9-4058-a69a-b2e502452c0e,13b65def7883556df481f81caf3908c2,bed_bath_table,1000.0,16.0,10.0,16.0
a1414465-2963-40a0-ac5f-c090e329648d,4cfd7d1aae59a0b4f117e39ccbb0deec,bed_bath_table,900.0,29.0,4.0,36.0
ebaa4dcf-c3ef-4d65-87b4-cd1c956cb4b4,e716e067c266c9785c18204cb3592422,bed_bath_table,1150.0,28.0,14.0,16.0
a07cd6fd-0147-46fe-b3d7-62e7e5be803e,efeb7b23db334d617250aca97cd3f1e8,bed_bath_table,1500.0,30.0,15.0,20.0
53000b30-8a9e-4b51-8ab4-bf6fd877eaf0,9111e84f174a6bef20d95fa5d5f8dde2,bed_bath_table,1625.0,43.0,8.0,31.0
26cbe256-1f03-49ab-a05c-0ec29b4444c9,b8f2f150810c5ddaef91dc06f045c597,bed_bath_table,550.0,16.0,10.0,16.0
f1606f49-6f4a-40d7-800a-b126d6efb327,fb8ec7f3124032e812713f60633e6167,bed_bath_table,1050.0,35.0,3.0,30.0
6b286fbf-5433-40a0-8bbd-16e7c136c86d,703d742887bb9267f89b675608ba7aa0,bed_bath_table,950.0,35.0,6.0,45.0
6c576bc1-fdab-4f6e-aa5b-12fa71b53059,1a428b685ede76217c9efb550c4aaa59,bed_bath_table,400.0,40.0,4.0,30.0
8745bbc2-2ede-4d40-bcaf-0a405e07e41b,29353bc591cb0f1a7cfa75382a0c6170,bed_bath_table,1900.0,48.0,8.0,39.0
dc2a81f2-7b84-4e20-80a7-26563eb9514f,914997fa7aef743334b7c0da8580fd5e,bed_bath_table,5000.0,42.0,16.0,37.0
7f5821fc-0f0c-4cab-a53d-a821e6b7b8d9,e95fb3a80ca294f39de925b6428f3a32,bed_bath_table,1300.0,33.0,9.0,38.0
83d687cb-06f5-413d-9b75-fe9a2e7b2bdf,574498be1ecac5af243037bfcc6f8b22,bed_bath_table,1000.0,30.0,5.0,30.0
6308ef12-a236-4d5f-a61a-b777a3484076,71bd53a5303fc543fd563e913eb586cb,bed_bath_table,1000.0,25.0,10.0,25.0
932f4aab-8580-4e63-a3bd-0e0dd3ac2238,902746d948b5ade6ebe39e5930992bde,bed_bath_table,2750.0,49.0,13.0,45.0
e79f4f39-b526-465f-a846-00946e6aef72,cd2c0529e45020c77a7c05b4ef2408fd,bed_bath_table,1000.0,32.0,17.0,52.0
